0.015, 1.60497,-32, 936
0.046, 1.60618,-32, 904
0.077, 1.58692,-16, 992
0.107, 1.56656,4, 944
0.137, 1.57923,-8, 948
0.167, 1.59079,-20, 1000
0.197, 1.60954,-40, 1032
0.227, 1.58216,-12, 1056
0.257, 1.56392,8, 1164
0.286, 1.5774,-8, 1212
0.316, 1.5708,0, 1236
0.346, 1.57391,-4, 1284
0.376, 1.55647,20, 1396
0.406, 1.55753,20, 1508
0.436, 1.54614,36, 1460
0.466, 1.55172,28, 1468
0.494, 1.55687,20, 1436
0.522, 1.56213,12, 1384
0.552, 1.52054,68, 1352
0.585, 1.52624,56, 1256
0.613, 1.53486,44, 1224
0.644, 1.55497,20, 1264
0.675, 1.51821,60, 1140
0.705, 1.49518,80, 1056
0.735, 1.48573,88, 1032
0.765, 1.50032,72, 1020
0.795, 1.51668,52, 960
0.824, 1.46592,96, 912
0.854, 1.46014,100, 900
0.884, 1.49852,64, 884
0.914, 1.52598,40, 892
0.944, 1.54559,24, 952
0.973, 1.48196,88, 988
1.004, 1.48863,84, 1020
1.034, 1.51446,60, 1064
1.064, 1.52812,48, 1124
1.093, 1.54641,28, 1148
1.123, 1.55818,16, 1268
1.157, 1.53748,44, 1320
1.187, 1.54939,28, 1308
1.219, 1.54699,32, 1344
1.249, 1.5622,12, 1396
1.279, 1.58284,-16, 1328
1.309, 1.56787,4, 1368
1.337, 1.5708,0, 1348
1.368, 1.56477,8, 1328
1.398, 1.58,-12, 1304
1.428, 1.57404,-4, 1232
1.458, 1.58719,-20, 1220
1.488, 1.5884,-20, 1136
1.518, 1.5855,-16, 1088
1.548, 1.5901,-20, 1036
1.577, 1.58648,-16, 1020
1.608, 1.59528,-24, 980
1.638, 1.58345,-12, 948
1.665, 1.59643,-24, 936
1.693, 1.58767,-16, 948
1.726, 1.58299,-12, 984
1.757, 1.58299,-12, 984
1.787, 1.5708,0, 1024
1.817, 1.58612,-16, 1044
1.847, 1.59293,-24, 1084
1.877, 1.57428,-4, 1148
1.906, 1.56397,8, 1172
1.936, 1.57399,-4, 1252
1.966, 1.57391,-4, 1284
1.996, 1.56776,4, 1316
2.026, 1.5556,20, 1316
2.056, 1.55609,20, 1360
2.086, 1.56184,12, 1340
2.116, 1.53478,48, 1332
2.145, 1.5294,56, 1352
2.176, 1.54699,32, 1344
2.205, 1.56765,4, 1272
2.235, 1.50755,76, 1200
2.27, 1.50378,80, 1192
2.301, 1.53572,40, 1140
2.331, 1.53458,40, 1104
2.361, 1.49524,76, 1004
2.391, 1.49277,76, 972
2.421, 1.50339,64, 948
2.45, 1.52362,44, 932
2.48, 1.49046,76, 944
2.51, 1.47855,84, 908
2.541, 1.50864,60, 964
2.57, 1.51623,52, 952
2.6, 1.51372,56, 980
2.629, 1.51181,60, 1016
2.659, 1.51072,64, 1064
2.689, 1.54203,32, 1112
2.719, 1.54283,32, 1144
2.749, 1.52567,56, 1240
2.778, 1.54196,36, 1248
2.807, 1.56771,4, 1296
2.839, 1.56475,8, 1324
2.869, 1.55283,24, 1336
2.899, 1.56179,12, 1332
2.929, 1.56179,12, 1332
2.959, 1.56187,12, 1344
2.989, 1.56768,4, 1284
3.018, 1.58326,-16, 1284
3.048, 1.58366,-16, 1244
3.078, 1.56402,8, 1180
3.108, 1.57779,-8, 1144
3.138, 1.58931,-20, 1080
3.166, 1.58212,-12, 1060
3.197, 1.57473,-4, 1016
3.227, 1.56673,4, 984
3.258, 1.61314,-40, 944
3.287, 1.60828,-36, 960
3.317, 1.56671,4, 980
3.347, 1.5667,4, 976
3.377, 1.5989,-28, 996
3.414, 1.58251,-12, 1024
3.444, 1.56699,4, 1052
3.473, 1.57804,-8, 1104
3.504, 1.56732,4, 1152
3.534, 1.57421,-4, 1172
3.563, 1.5708,0, 1236
3.593, 1.56139,12, 1276
3.623, 1.56145,12, 1284
3.653, 1.55289,24, 1340
3.682, 1.56192,12, 1352
3.713, 1.54972,28, 1328
3.744, 1.55228,24, 1296
3.773, 1.54032,40, 1312
3.803, 1.52336,60, 1264
3.832, 1.5506,24, 1188
3.862, 1.52537,56, 1232
3.892, 1.54633,28, 1144
3.922, 1.51059,68, 1128
3.952, 1.48765,88, 1056
3.983, 1.50449,68, 1024
4.015, 1.53748,32, 960
4.046, 1.51821,52, 988
4.077, 1.47365,92, 944
4.107, 1.48494,84, 976
4.137, 1.52518,44, 964
4.167, 1.52382,44, 936
4.197, 1.48196,88, 988
4.227, 1.49253,80, 1020
4.256, 1.54378,28, 1036
4.286, 1.55228,20, 1080
4.317, 1.53633,40, 1160
4.347, 1.51568,64, 1160
4.377, 1.55764,16, 1216
4.406, 1.53926,40, 1268
4.436, 1.55546,20, 1304
4.466, 1.5556,20, 1316
4.497, 1.56171,12, 1320
4.53, 1.57686,-8, 1320
4.56, 1.56472,8, 1316
4.591, 1.56775,4, 1312
4.622, 1.56445,8, 1260
4.651, 1.5906,-24, 1212
4.681, 1.58431,-16, 1184
4.711, 1.56732,4, 1152
4.74, 1.55985,12, 1096
4.771, 1.59352,-24, 1056
4.801, 1.60909,-40, 1044
4.831, 1.5708,0, 996
4.861, 1.56675,4, 988
4.891, 1.60371,-32, 972
4.919, 1.61994,-48, 976
4.95, 1.56668,4, 972
4.98, 1.55467,16, 992
5.01, 1.60204,-32, 1024
